# ground truth trajectory
# timestamp tx ty tz qx qy qz qw
1548266074.82772 -0.98182 -1.87099 1.74457 -0.13538 -0.0193186 -0.125813 0.982584
1548266074.86079 -0.979485 -1.87067 1.74611 -0.13329 -0.0202963 -0.128183 0.982543
1548266074.89445 -0.977181 -1.87065 1.74774 -0.132659 -0.0202601 -0.129092 0.98251
1548266074.92758 -0.97502 -1.87101 1.74956 -0.132219 -0.0197087 -0.128077 0.982714
1548266074.96083 -0.972789 -1.87213 1.75141 -0.130171 -0.0195307 -0.130463 0.982677
1548266074.99439 -0.970513 -1.87357 1.75325 -0.127728 -0.019502 -0.130875 0.982943
1548266075.02747 -0.968527 -1.8749 1.75518 -0.125876 -0.0190519 -0.130099 0.983294
1548266075.06106 -0.966111 -1.87688 1.75728 -0.123274 -0.0199871 -0.128581 0.983804
1548266075.09423 -0.963498 -1.87921 1.75998 -0.118916 -0.0199176 -0.129393 0.984236
1548266075.12785 -0.960637 -1.88097 1.76287 -0.116796 -0.019037 -0.129143 0.98454
1548266075.16132 -0.957279 -1.88192 1.76604 -0.116865 -0.0173737 -0.125123 0.985081
1548266075.19455 -0.953921 -1.88146 1.76911 -0.11777 -0.0147104 -0.123102 0.985271
1548266075.22802 -0.949591 -1.88072 1.77238 -0.120996 -0.0135448 -0.120359 0.985236
1548266075.26131 -0.945392 -1.87975 1.77623 -0.117474 -0.0104801 -0.123489 0.985312
1548266075.29447 -0.942149 -1.87692 1.78105 -0.12333 -0.00750184 -0.127248 0.984145
1548266075.32802 -0.940992 -1.873 1.78732 -0.12976 -0.00683731 -0.130383 0.982912
1548266075.36098 -0.940978 -1.86825 1.79423 -0.137154 -0.00915188 -0.130071 0.98193
1548266075.39465 -0.940593 -1.86454 1.80103 -0.138444 -0.00946948 -0.132897 0.981367
1548266075.42796 -0.93985 -1.86255 1.80768 -0.139916 -0.010608 -0.132091 0.981256
1548266075.46131 -0.940241 -1.85991 1.81435 -0.141021 -0.0128038 -0.130535 0.98128
1548266075.49439 -0.939783 -1.85831 1.82048 -0.139287 -0.0135417 -0.133366 0.981137
1548266075.52752 -0.939009 -1.85693 1.82619 -0.136471 -0.0160196 -0.126848 0.982359
1548266075.56058 -0.936105 -1.8544 1.83032 -0.144822 -0.0132059 -0.124375 0.981521
1548266075.59453 -0.933379 -1.8525 1.83442 -0.142712 -0.013113 -0.125118 0.981737
1548266075.62766 -0.930196 -1.85088 1.83835 -0.143466 -0.0125284 -0.127619 0.981312
1548266075.66078 -0.928243 -1.84792 1.84301 -0.149908 -0.0101714 -0.125002 0.980713
1548266075.69443 -0.926944 -1.84549 1.84761 -0.148532 -0.0168902 -0.11793 0.981705
1548266075.72778 -0.925768 -1.8441 1.85263 -0.145242 -0.0177192 -0.120808 0.981833
1548266075.76102 -0.923466 -1.8431 1.85723 -0.150343 -0.0163059 -0.121603 0.980991
1548266075.79445 -0.922255 -1.8428 1.86239 -0.15185 -0.0155689 -0.11976 0.980998
1548266075.82783 -0.922282 -1.84298 1.8677 -0.15745 -0.00949515 -0.127159 0.97926
1548266075.86070 -0.920275 -1.84479 1.87288 -0.144104 -0.0176062 -0.114962 0.982704
1548266075.89436 -0.91829 -1.84595 1.87833 -0.143206 -0.0157128 -0.114973 0.982867
1548266075.92804 -0.916905 -1.84709 1.88458 -0.141191 -0.0147509 -0.115761 0.98308
1548266075.96124 -0.916692 -1.84774 1.89131 -0.141249 -0.0165849 -0.112596 0.98341
1548266075.99452 -0.91658 -1.84808 1.89827 -0.140762 -0.0165355 -0.115064 0.983195
1548266076.02790 -0.91697 -1.84921 1.90561 -0.139706 -0.020206 -0.111091 0.983734
1548266076.06126 -0.917877 -1.85121 1.91313 -0.137186 -0.0224162 -0.109559 0.984213
1548266076.09473 -0.918129 -1.85333 1.92046 -0.136422 -0.0205518 -0.117194 0.98348
1548266076.12806 -0.918886 -1.8552 1.92778 -0.136789 -0.0207216 -0.115121 0.98367
1548266076.16139 -0.92132 -1.8566 1.93465 -0.131031 -0.0306083 -0.107688 0.985037
1548266076.19482 -0.921838 -1.85842 1.94066 -0.131395 -0.0271474 -0.114633 0.984306
1548266076.22776 -0.921694 -1.86097 1.94627 -0.128581 -0.0251771 -0.120195 0.984066
1548266076.26135 -0.922387 -1.86107 1.95125 -0.127414 -0.0260474 -0.119097 0.984329
1548266076.29459 -0.923746 -1.86076 1.95614 -0.126701 -0.0279057 -0.120517 0.984197
1548266076.32783 -0.925818 -1.86071 1.96055 -0.126882 -0.0293154 -0.118742 0.984348
1548266076.36071 -0.927494 -1.86113 1.96518 -0.124874 -0.031422 -0.119425 0.984458
1548266076.39427 -0.928391 -1.86206 1.96994 -0.125072 -0.029459 -0.121779 0.984205
1548266076.42808 -0.928566 -1.8639 1.9755 -0.123503 -0.031187 -0.118635 0.984734
1548266076.46117 -0.927481 -1.8651 1.98067 -0.124068 -0.031297 -0.112576 0.98537
1548266076.49440 -0.925396 -1.86658 1.98561 -0.122152 -0.028866 -0.117261 0.985137
1548266076.52765 -0.92297 -1.8686 1.99011 -0.120058 -0.0281477 -0.112479 0.985973
1548266076.56108 -0.92005 -1.87077 1.99377 -0.119276 -0.0267087 -0.107387 0.986675
1548266076.59430 -0.916833 -1.87406 1.9967 -0.115036 -0.0239732 -0.107474 0.987239
1548266076.62769 -0.91383 -1.87713 1.99859 -0.113401 -0.0231482 -0.103185 0.987906
1548266076.66100 -0.911026 -1.87988 1.99947 -0.109783 -0.0255818 -0.095801 0.988997
1548266076.69430 -0.90871 -1.88293 1.99968 -0.10535 -0.0266868 -0.0913793 0.989868
1548266076.72803 -0.906592 -1.8856 1.99906 -0.101415 -0.027183 -0.0889067 0.990491
1548266076.76135 -0.904166 -1.88721 1.99799 -0.0990169 -0.0250522 -0.0923162 0.990478
1548266076.79452 -0.901091 -1.88832 1.99681 -0.0978351 -0.0235798 -0.0935032 0.99052
1548266076.82782 -0.897919 -1.8896 1.9954 -0.0955734 -0.0208054 -0.094335 0.990724
1548266076.86113 -0.895376 -1.89009 1.99392 -0.0941934 -0.0182238 -0.0997943 0.990372
1548266076.89455 -0.8934 -1.89011 1.99251 -0.0910101 -0.0187927 -0.0988593 0.990753
1548266076.92799 -0.891023 -1.88934 1.99073 -0.0929974 -0.0177105 -0.100682 0.990404
1548266076.96128 -0.888379 -1.88979 1.98926 -0.0901278 -0.016468 -0.104804 0.990264
1548266076.99477 -0.885356 -1.89048 1.98725 -0.089121 -0.014073 -0.100272 0.990861
1548266077.02765 -0.883004 -1.8914 1.98498 -0.0852478 -0.0144146 -0.0983878 0.991385
1548266077.06133 -0.879795 -1.89294 1.98187 -0.0842506 -0.0114868 -0.0998373 0.991364
1548266077.09461 -0.876166 -1.89521 1.97837 -0.0816129 -0.00776759 -0.101851 0.991416
1548266077.12773 -0.872811 -1.89752 1.97501 -0.0763794 -0.00543242 -0.103877 0.991638
1548266077.16120 -0.869904 -1.89891 1.97164 -0.0740078 -0.00232873 -0.10071 0.992157
1548266077.19429 -0.866924 -1.89914 1.9681 -0.0740869 -0.000668345 -0.0986038 0.992365
1548266077.22797 -0.862996 -1.89918 1.96441 -0.0718691 0.00316925 -0.101562 0.992225
1548266077.26125 -0.859134 -1.89849 1.96048 -0.0734553 0.00712472 -0.100001 0.992247
1548266077.29449 -0.856279 -1.89718 1.95697 -0.0714096 0.00817345 -0.0980235 0.992585
1548266077.32750 -0.853902 -1.89507 1.95325 -0.0726293 0.0112528 -0.0986248 0.992407
1548266077.36092 -0.852569 -1.89337 1.94944 -0.0692475 0.0139489 -0.0988393 0.992593
1548266077.39471 -0.851078 -1.89161 1.94538 -0.0738656 0.0184523 -0.101265 0.991942
1548266077.42786 -0.850455 -1.89088 1.94177 -0.0720337 0.0217107 -0.105092 0.991613
1548266077.46124 -0.850279 -1.89043 1.93819 -0.0732145 0.02649 -0.108941 0.990994
1548266077.49406 -0.850406 -1.89033 1.93471 -0.0748552 0.0291675 -0.109272 0.99076
1548266077.52791 -0.851438 -1.89064 1.93119 -0.070206 0.0304121 -0.116885 0.990194
1548266077.56119 -0.853166 -1.89159 1.92845 -0.0653656 0.0311915 -0.121663 0.989926
1548266077.59448 -0.855147 -1.89118 1.92533 -0.0660262 0.0322769 -0.122227 0.989777
1548266077.62795 -0.857361 -1.89184 1.92277 -0.0602696 0.0320235 -0.128784 0.989321
1548266077.66123 -0.86 -1.89162 1.92032 -0.0569799 0.0342436 -0.13174 0.989053
1548266077.69439 -0.862794 -1.89089 1.91817 -0.0579965 0.0326155 -0.132747 0.988914
1548266077.72788 -0.865445 -1.88963 1.91651 -0.0542069 0.0335341 -0.13526 0.988758
1548266077.76127 -0.867299 -1.8887 1.91499 -0.053071 0.0359508 -0.140407 0.988017
1548266077.79461 -0.868935 -1.88715 1.91327 -0.0576919 0.0376434 -0.143244 0.987287
1548266077.82793 -0.871034 -1.88524 1.91222 -0.0580524 0.039267 -0.142667 0.987286
1548266077.86122 -0.872788 -1.88404 1.91163 -0.0535961 0.0384659 -0.147759 0.986821
1548266077.89479 -0.874158 -1.88215 1.91078 -0.0552379 0.0403764 -0.149155 0.986444
1548266077.92791 -0.875728 -1.88027 1.91068 -0.053139 0.0387872 -0.147157 0.986923
1548266077.96113 -0.876765 -1.87851 1.91017 -0.0554884 0.0409361 -0.149753 0.986316
1548266077.99434 -0.877985 -1.87758 1.91039 -0.0489937 0.0401442 -0.153057 0.986185
1548266078.02772 -0.879121 -1.87511 1.91034 -0.0540867 0.0421148 -0.147937 0.986618
1548266078.06104 -0.880164 -1.87343 1.91075 -0.0523598 0.0412488 -0.150164 0.986412
1548266078.09418 -0.881333 -1.87177 1.91124 -0.0516798 0.0401841 -0.151812 0.986239
1548266078.12773 -0.882273 -1.86959 1.9116 -0.0512915 0.0412772 -0.152311 0.986137
1548266078.16115 -0.883174 -1.86639 1.91191 -0.0552352 0.0423085 -0.1516 0.98599
1548266078.19457 -0.884608 -1.86365 1.91297 -0.0493559 0.0414921 -0.151203 0.986398
1548266078.22791 -0.885918 -1.86079 1.91387 -0.0486775 0.0407567 -0.153634 0.986086
1548266078.26120 -0.886854 -1.85689 1.91419 -0.0564256 0.0427086 -0.153221 0.985655
1548266078.29435 -0.888505 -1.85398 1.91546 -0.0521818 0.0419642 -0.152266 0.986069
1548266078.32805 -0.889956 -1.85073 1.91598 -0.0557708 0.0411357 -0.155215 0.985447
1548266078.36139 -0.891109 -1.84779 1.91659 -0.0559514 0.0422306 -0.15371 0.985626
1548266078.39461 -0.892393 -1.84573 1.91725 -0.0534775 0.0426095 -0.153621 0.985761
1548266078.42813 -0.893622 -1.84287 1.91741 -0.0547141 0.043228 -0.156647 0.98519
1548266078.46137 -0.894697 -1.84016 1.91747 -0.0563529 0.0428637 -0.15788 0.984917
1548266078.49418 -0.896057 -1.83724 1.91728 -0.0575091 0.0448006 -0.155705 0.98511
1548266078.52777 -0.897252 -1.83486 1.9171 -0.0576051 0.0452625 -0.158779 0.984592
1548266078.56130 -0.898672 -1.83279 1.91744 -0.0523991 0.0456872 -0.157581 0.985056
1548266078.59464 -0.899716 -1.83046 1.91756 -0.0517118 0.0460205 -0.159729 0.984731
1548266078.62799 -0.900633 -1.82829 1.91758 -0.051269 0.0494672 -0.16444 0.983811
1548266078.66148 -0.902024 -1.82589 1.9177 -0.052359 0.0483508 -0.166091 0.983532
1548266078.69472 -0.903457 -1.82298 1.91773 -0.0564476 0.0488554 -0.164136 0.983609
1548266078.72754 -0.904288 -1.82015 1.91771 -0.0560685 0.0519341 -0.168876 0.98267
1548266078.76122 -0.905398 -1.817 1.91783 -0.0552873 0.0523994 -0.168427 0.982766
1548266078.79445 -0.906523 -1.8136 1.91756 -0.0553267 0.0521676 -0.16829 0.9828
1548266078.82775 -0.907587 -1.81083 1.91691 -0.0527026 0.0528699 -0.171812 0.982297
1548266078.86089 -0.908527 -1.80771 1.9159 -0.0560471 0.0525178 -0.172313 0.982043
1548266078.89452 -0.90939 -1.80471 1.91485 -0.0568859 0.0524183 -0.171808 0.982089
1548266078.92766 -0.909753 -1.80205 1.91346 -0.0590623 0.05637 -0.173919 0.98137
1548266078.96095 -0.910664 -1.79977 1.91273 -0.0543291 0.0548466 -0.173641 0.981779
1548266078.99414 -0.911273 -1.7978 1.91175 -0.0545293 0.0541713 -0.17274 0.981964
1548266079.02760 -0.911821 -1.79637 1.91057 -0.0554229 0.0558116 -0.17667 0.981122
1548266079.06122 -0.912907 -1.79485 1.90924 -0.0585159 0.0544795 -0.177447 0.980877
1548266079.09419 -0.913943 -1.79286 1.90804 -0.0608385 0.0568269 -0.176767 0.980726
1548266079.12795 -0.914748 -1.79209 1.907 -0.0588963 0.0571668 -0.178422 0.980525
1548266079.16135 -0.915593 -1.79072 1.90623 -0.0560477 0.0578532 -0.180138 0.980338
1548266079.19470 -0.917011 -1.78943 1.90497 -0.0589791 0.0576606 -0.181198 0.979982
1548266079.22807 -0.91877 -1.78856 1.90418 -0.0573182 0.0570035 -0.182923 0.979798
1548266079.26127 -0.920388 -1.78693 1.9034 -0.0571716 0.056895 -0.18587 0.979258
1548266079.29468 -0.922211 -1.78519 1.90295 -0.0570482 0.0555589 -0.185109 0.979486
1548266079.32826 -0.924307 -1.78324 1.90228 -0.0599547 0.05542 -0.182766 0.979761
1548266079.36138 -0.926208 -1.78197 1.90173 -0.0606238 0.0558395 -0.185403 0.9792
1548266079.39469 -0.92832 -1.78092 1.90166 -0.0565015 0.0546836 -0.184969 0.979594
1548266079.42797 -0.930012 -1.77964 1.90114 -0.0574581 0.0535604 -0.182544 0.980055
1548266079.46111 -0.931512 -1.77828 1.90053 -0.0599091 0.0534368 -0.184538 0.979541
1548266079.49453 -0.932647 -1.77736 1.90011 -0.0603405 0.052955 -0.18628 0.979211
1548266079.52778 -0.933657 -1.77684 1.89983 -0.0606895 0.0532905 -0.185371 0.979344
1548266079.56107 -0.934471 -1.77669 1.8995 -0.0612975 0.054808 -0.187761 0.978767
1548266079.59431 -0.935583 -1.77682 1.8992 -0.0606509 0.0546321 -0.188135 0.978745
1548266079.62769 -0.936716 -1.77697 1.89895 -0.0609093 0.054932 -0.188482 0.978646
1548266079.66111 -0.937612 -1.77709 1.89878 -0.0605683 0.0558883 -0.192007 0.977927
1548266079.69457 -0.938474 -1.77714 1.89895 -0.0591703 0.0555716 -0.190049 0.978413
1548266079.72782 -0.939105 -1.77692 1.89896 -0.060583 0.0561562 -0.190131 0.978277
1548266079.76114 -0.940224 -1.77669 1.89916 -0.058468 0.0553319 -0.188748 0.978721
1548266079.79444 -0.941328 -1.77582 1.89934 -0.0586921 0.0530277 -0.183692 0.979796
1548266079.82790 -0.941998 -1.77467 1.89925 -0.0606873 0.0514848 -0.180771 0.9803
1548266079.86105 -0.942555 -1.7739 1.89917 -0.0598016 0.0519057 -0.180198 0.980438
1548266079.89445 -0.943587 -1.77309 1.8994 -0.0592847 0.0481269 -0.173798 0.981816
1548266079.92785 -0.944085 -1.77226 1.89926 -0.0614467 0.0481457 -0.1694 0.982451
1548266079.96138 -0.944689 -1.77183 1.89927 -0.0617043 0.0486325 -0.170723 0.982182
1548266079.99449 -0.94637 -1.77133 1.89975 -0.0610792 0.0477486 -0.163861 0.983432
1548266080.02813 -0.949208 -1.77099 1.90058 -0.0589005 0.0442729 -0.163332 0.983816
1548266080.06132 -0.951752 -1.77049 1.90091 -0.0638539 0.0457869 -0.163348 0.983435
1548266080.09462 -0.955024 -1.77007 1.90229 -0.0645151 0.0443599 -0.161568 0.983751
1548266080.12800 -0.958472 -1.76954 1.90361 -0.0678672 0.0437203 -0.160983 0.98365
1548266080.16136 -0.962661 -1.76877 1.90531 -0.0663038 0.0435486 -0.162597 0.983499
1548266080.19458 -0.967109 -1.76822 1.90716 -0.0654083 0.041176 -0.160974 0.983928
1548266080.22807 -0.971485 -1.76793 1.90883 -0.0671862 0.0404519 -0.16228 0.983623
1548266080.26094 -0.975735 -1.76785 1.91013 -0.0695652 0.0418698 -0.164486 0.983032
1548266080.29463 -0.980748 -1.76786 1.91146 -0.0695729 0.040459 -0.164816 0.983035
1548266080.32773 -0.985872 -1.76801 1.91265 -0.0698571 0.0403125 -0.165142 0.982967
1548266080.36118 -0.991129 -1.76908 1.91378 -0.0679684 0.0405991 -0.166364 0.982881
1548266080.39442 -0.996617 -1.77043 1.9145 -0.0666944 0.0400685 -0.166393 0.982985
1548266080.42783 -1.00226 -1.77162 1.91502 -0.064838 0.038804 -0.165968 0.983232
1548266080.46110 -1.00747 -1.77282 1.9152 -0.0639548 0.0393503 -0.167308 0.983041
1548266080.49439 -1.01263 -1.77382 1.91516 -0.0622639 0.0387901 -0.168138 0.98303
1548266080.52778 -1.01728 -1.77428 1.91461 -0.0624233 0.0377848 -0.167576 0.983155
1548266080.56117 -1.02136 -1.7746 1.91396 -0.0608186 0.0396846 -0.16894 0.982947
1548266080.59460 -1.02491 -1.77418 1.91285 -0.0613602 0.0395076 -0.169146 0.982885
1548266080.62781 -1.02815 -1.77325 1.91145 -0.0624396 0.0399234 -0.168774 0.982865
1548266080.66122 -1.03116 -1.77228 1.91043 -0.0579473 0.0408679 -0.16921 0.983026
1548266080.69449 -1.03393 -1.77124 1.90918 -0.0566752 0.0421303 -0.172169 0.982533
1548266080.72793 -1.03622 -1.76983 1.90772 -0.0582667 0.0435325 -0.174759 0.981921
1548266080.76144 -1.03851 -1.76869 1.9064 -0.0569859 0.0452969 -0.17726 0.981468
1548266080.79465 -1.0406 -1.76736 1.90501 -0.0538581 0.0459554 -0.178096 0.981463
1548266080.82801 -1.04219 -1.76562 1.90344 -0.0514624 0.0461332 -0.18181 0.980902
1548266080.86118 -1.04333 -1.7632 1.90148 -0.0537744 0.0472949 -0.184491 0.980222
1548266080.89475 -1.04444 -1.76074 1.89982 -0.0521156 0.0474262 -0.184825 0.980242
1548266080.92801 -1.0451 -1.75792 1.89828 -0.0469901 0.046693 -0.186564 0.980207
1548266080.96140 -1.04486 -1.75396 1.89608 -0.0489574 0.0483528 -0.190073 0.979356
1548266080.99460 -1.04495 -1.74947 1.89416 -0.0463123 0.0473761 -0.189005 0.979739
1548266081.02797 -1.04441 -1.74516 1.89164 -0.0474142 0.0472324 -0.191099 0.979287
1548266081.06135 -1.04354 -1.74146 1.88903 -0.0435942 0.0486121 -0.195054 0.978617
1548266081.09456 -1.04255 -1.73803 1.88634 -0.0418726 0.0482205 -0.195918 0.978539
1548266081.12793 -1.04157 -1.73431 1.88353 -0.0411862 0.0485359 -0.193976 0.978939
1548266081.16113 -1.04014 -1.73059 1.8807 -0.0391366 0.0508542 -0.196575 0.978387
1548266081.19448 -1.03876 -1.72712 1.87761 -0.0354181 0.0520894 -0.197962 0.978184
1548266081.22749 -1.03669 -1.72307 1.87386 -0.0383005 0.0540451 -0.198406 0.977879
1548266081.26095 -1.03502 -1.71936 1.87013 -0.0362455 0.0575523 -0.201346 0.977156
1548266081.29439 -1.03371 -1.71592 1.86619 -0.0377801 0.0595707 -0.204178 0.976389
1548266081.32790 -1.0332 -1.71275 1.86229 -0.0391117 0.0606169 -0.205407 0.976014
1548266081.36120 -1.03369 -1.71045 1.8584 -0.0363324 0.0627572 -0.21094 0.974805
1548266081.39453 -1.03554 -1.70774 1.85401 -0.0376681 0.0630659 -0.215948 0.973638
1548266081.42773 -1.0389 -1.70459 1.85045 -0.0344424 0.0582599 -0.216346 0.973968
1548266081.46112 -1.04147 -1.70179 1.84708 -0.0383123 0.0578327 -0.220821 0.972844
1548266081.49457 -1.0437 -1.69949 1.84468 -0.0359826 0.0590995 -0.229032 0.970957
1548266081.52792 -1.04612 -1.69727 1.84201 -0.0366853 0.0572116 -0.231395 0.970483
1548266081.56119 -1.04895 -1.69471 1.83952 -0.0341929 0.0554283 -0.235403 0.969713
1548266081.59484 -1.05123 -1.69216 1.83617 -0.0378787 0.0576972 -0.243795 0.967368
1548266081.62799 -1.05321 -1.68963 1.83339 -0.0351186 0.0560642 -0.247274 0.966685
1548266081.66130 -1.05438 -1.68664 1.83019 -0.0358349 0.055796 -0.251482 0.965588
1548266081.69447 -1.05543 -1.6835 1.82667 -0.0369147 0.0552867 -0.256632 0.96422
1548266081.72848 -1.05587 -1.68023 1.82311 -0.0384489 0.0527865 -0.256704 0.964281
1548266081.76151 -1.05548 -1.67803 1.81934 -0.0400739 0.0530311 -0.261064 0.96303
1548266081.79448 -1.05452 -1.67699 1.81606 -0.0341176 0.0549419 -0.267013 0.961521
1548266081.82807 -1.05281 -1.6754 1.81249 -0.0377739 0.0543964 -0.266298 0.961613
1548266081.86138 -1.05035 -1.67439 1.80944 -0.0342718 0.0542746 -0.269084 0.960975
1548266081.89478 -1.04733 -1.67352 1.80638 -0.0341397 0.0568034 -0.271545 0.960141
1548266081.92779 -1.04416 -1.67206 1.80412 -0.0306169 0.0558275 -0.2726 0.960018
1548266081.96107 -1.04065 -1.67028 1.8016 -0.0339472 0.0572995 -0.273052 0.959691
1548266081.99426 -1.03709 -1.66867 1.79984 -0.0357602 0.0593019 -0.274053 0.959218
1548266082.02781 -1.03334 -1.66713 1.79878 -0.0328194 0.0592688 -0.274913 0.959079
1548266082.06123 -1.02871 -1.66525 1.79781 -0.0361365 0.0601089 -0.273992 0.959171
1548266082.09463 -1.02379 -1.66425 1.79732 -0.0360011 0.0610093 -0.273992 0.959119
1548266082.12781 -1.01916 -1.66372 1.7971 -0.0356835 0.0603414 -0.273502 0.959314
1548266082.16105 -1.01433 -1.6638 1.7965 -0.0383286 0.0620773 -0.2714 0.959698
1548266082.19462 -1.00943 -1.66432 1.79624 -0.0345088 0.0619711 -0.270903 0.95999
1548266082.22777 -1.00403 -1.66451 1.79553 -0.0375386 0.0640484 -0.269907 0.96002
1548266082.26125 -0.998322 -1.66475 1.79495 -0.0380258 0.0654503 -0.270121 0.959846
1548266082.29441 -0.992777 -1.66537 1.79413 -0.0385897 0.0663462 -0.269422 0.959959
1548266082.32769 -0.986856 -1.66577 1.79346 -0.0397389 0.0665526 -0.269014 0.960012
1548266082.36103 -0.980702 -1.66637 1.79279 -0.0393165 0.0670624 -0.265394 0.961001
1548266082.39448 -0.974462 -1.66736 1.79203 -0.0421761 0.0669487 -0.263903 0.961298
1548266082.42781 -0.967741 -1.66917 1.79162 -0.0397158 0.0695361 -0.264398 0.961083
1548266082.46151 -0.961038 -1.67106 1.79109 -0.0394243 0.0707592 -0.263443 0.961268
1548266082.49453 -0.954441 -1.67284 1.79107 -0.036771 0.0702381 -0.259309 0.962535
1548266082.52780 -0.947496 -1.67512 1.79067 -0.0377198 0.0720374 -0.25927 0.962376
1548266082.56141 -0.940554 -1.6775 1.79049 -0.0369041 0.0715857 -0.257525 0.962909
1548266082.59486 -0.933262 -1.68015 1.79013 -0.0366259 0.0721627 -0.25438 0.963713
1548266082.62802 -0.925453 -1.68241 1.78953 -0.0396384 0.0735949 -0.25387 0.96362
1548266082.66147 -0.917066 -1.68423 1.78949 -0.0375092 0.0749846 -0.251716 0.964163
1548266082.69487 -0.908613 -1.68592 1.7891 -0.0391265 0.0753813 -0.24951 0.964641
1548266082.72766 -0.8999 -1.68799 1.7889 -0.0401043 0.0772141 -0.24898 0.964593
1548266082.76116 -0.891426 -1.69008 1.7888 -0.0420504 0.0782264 -0.246723 0.965008
1548266082.79448 -0.883319 -1.69253 1.78894 -0.0438884 0.0794317 -0.248192 0.964451
1548266082.82794 -0.875268 -1.69562 1.78946 -0.0410054 0.0801743 -0.247798 0.964617
1548266082.86119 -0.867444 -1.6988 1.78954 -0.0453271 0.0822916 -0.24692 0.964471
1548266082.89449 -0.860413 -1.70255 1.79021 -0.0449987 0.0805593 -0.249903 0.963864
1548266082.92797 -0.85409 -1.70665 1.79073 -0.0454742 0.0790032 -0.250356 0.963853
1548266082.96101 -0.848101 -1.7111 1.79115 -0.0450448 0.0786954 -0.251247 0.963666
1548266082.99461 -0.842072 -1.7162 1.79159 -0.0448558 0.0777625 -0.255949 0.962513
1548266083.02777 -0.836243 -1.72153 1.79171 -0.0470169 0.0782363 -0.256119 0.962326
1548266083.06117 -0.83068 -1.72734 1.79241 -0.0453472 0.0760852 -0.25879 0.961864
1548266083.09414 -0.824678 -1.73371 1.79295 -0.0465902 0.0766864 -0.263783 0.9604
1548266083.12786 -0.818929 -1.7402 1.79407 -0.046844 0.077156 -0.263407 0.960453
1548266083.16101 -0.81294 -1.74692 1.79572 -0.0500346 0.0781078 -0.262933 0.960345
1548266083.19459 -0.80708 -1.75306 1.79728 -0.0516082 0.0779569 -0.266241 0.959362
1548266083.22818 -0.801594 -1.75875 1.79908 -0.0478475 0.0746865 -0.273431 0.957793
1548266083.26129 -0.795561 -1.76413 1.80114 -0.0475396 0.0750907 -0.276681 0.956843
1548266083.29478 -0.789762 -1.769 1.803 -0.0515716 0.0763625 -0.273104 0.957561
1548266083.32800 -0.784311 -1.77297 1.80445 -0.0465792 0.0745315 -0.277383 0.956731
1548266083.36114 -0.777916 -1.77677 1.80555 -0.0531356 0.0747792 -0.280474 0.955468
1548266083.39453 -0.771475 -1.78083 1.80661 -0.0508069 0.0745502 -0.283609 0.954687
1548266083.42810 -0.765264 -1.78433 1.8072 -0.0521501 0.0742107 -0.284975 0.954234
1548266083.46135 -0.759095 -1.78797 1.80718 -0.0553115 0.0816208 -0.283858 0.953784
1548266083.49452 -0.753711 -1.79218 1.80762 -0.0542891 0.0763037 -0.28827 0.952959
1548266083.52790 -0.748953 -1.79685 1.80738 -0.0506126 0.0795587 -0.28735 0.953173
1548266083.56106 -0.744483 -1.80218 1.80734 -0.0456304 0.0782131 -0.290326 0.952634
1548266083.59440 -0.739758 -1.80704 1.80706 -0.0474825 0.0754494 -0.293908 0.951667
1548266083.62785 -0.734591 -1.81178 1.80614 -0.0428337 0.0777868 -0.293984 0.951676
1548266083.66103 -0.728259 -1.8162 1.80553 -0.0462939 0.0776185 -0.297872 0.950318
1548266083.69440 -0.721866 -1.81978 1.8041 -0.0441804 0.0823236 -0.297837 0.950034
1548266083.72769 -0.714968 -1.82352 1.80339 -0.041277 0.0822339 -0.29904 0.949794
1548266083.76120 -0.707138 -1.827 1.80224 -0.0437989 0.0858456 -0.301113 0.948706
1548266083.79445 -0.699555 -1.83051 1.80164 -0.0398507 0.0869672 -0.304355 0.947743
1548266083.82782 -0.691751 -1.83271 1.80127 -0.0399006 0.0887984 -0.305881 0.94708
1548266083.86100 -0.68383 -1.83453 1.80077 -0.0405735 0.0911772 -0.309734 0.945571
1548266083.89463 -0.676043 -1.83551 1.80008 -0.0404493 0.0893137 -0.313228 0.944603
1548266083.92779 -0.668383 -1.83648 1.79948 -0.0390783 0.090013 -0.31286 0.944716
1548266083.96136 -0.660652 -1.83676 1.79886 -0.0369148 0.0903905 -0.319231 0.942634
1548266083.99430 -0.653022 -1.83624 1.79794 -0.0388872 0.0893349 -0.322625 0.941499
1548266084.02798 -0.645462 -1.83547 1.79689 -0.0391198 0.0895423 -0.325478 0.940487
1548266084.06144 -0.638062 -1.83522 1.79575 -0.0364193 0.0874308 -0.328982 0.939575
1548266084.09460 -0.630031 -1.8347 1.79439 -0.0347736 0.0865833 -0.331119 0.938965
1548266084.12806 -0.621304 -1.83458 1.79314 -0.0324541 0.0859468 -0.334224 0.938006
1548266084.16153 -0.612136 -1.83418 1.7919 -0.032144 0.0872774 -0.338289 0.936435
1548266084.19476 -0.602638 -1.83335 1.79065 -0.0321003 0.089341 -0.340291 0.935516
1548266084.22800 -0.593503 -1.83236 1.78956 -0.0311498 0.0901387 -0.345342 0.933619
1548266084.26146 -0.584047 -1.83106 1.78849 -0.031983 0.0932192 -0.349657 0.93168
1548266084.29468 -0.575526 -1.82917 1.78734 -0.030145 0.092651 -0.352066 0.93089
